company,language,amount
The Guardian,Emacs Lisp,1
Made Tech,TypeScript,4017
Made Tech,HTML,88
Made Tech,Java,854
Made Tech,SCSS,12
Made Tech,Go,1
Made Tech,Ruby,11
Made Tech,C#,118
Made Tech,JavaScript,2301
Made Tech,HCL,108
Made Tech,CSS,27
Made Tech,Rust,1
Made Tech,Python,674
Made Tech,Kotlin,316
Fujitsu,Python,1557
Fujitsu,C++,52
Fujitsu,Dockerfile,31
Fujitsu,JavaScript,1
Fujitsu,C,1903
Fujitsu,Java,149
Fujitsu,Go,84
Fujitsu,Perl,4
Fujitsu,C#,1
Fujitsu,TypeScript,174
Fujitsu,Lua,20
Fujitsu,Shell,12
Fujitsu,HTML,48
Fujitsu,PowerShell,184
Fujitsu,BitBake,1295
Fujitsu,HCL,4
Fujitsu,XSLT,1
ClickHouse,HTML,119
ClickHouse,Clojure,1
ClickHouse,Go,104
ClickHouse,Java,83
ClickHouse,Jinja,49
ClickHouse,C,9
ClickHouse,Lua,2
ClickHouse,C++,6746
ClickHouse,JavaScript,124
ClickHouse,Mustache,5
ClickHouse,Python,153
ClickHouse,TypeScript,23
ClickHouse,Rust,1
ClickHouse,Shell,1
Univention,Python,14386
Univention,C,8
Univention,Shell,11
Vaadin,HTML,70
Vaadin,SCSS,219
Vaadin,Java,8974
Vaadin,TypeScript,225
Vaadin,Kotlin,940
Vaadin,JavaScript,411
Vaadin,C++,3
Vaadin,Groovy,17
Vaadin,CSS,109
SBK Kontur,Java,115
SBK Kontur,C++,2
SBK Kontur,Jupyter Notebook,7
SBK Kontur,HTML,30
SBK Kontur,Kotlin,2
SBK Kontur,Go,213
SBK Kontur,Python,28
SBK Kontur,Shell,1
SBK Kontur,C#,959
SBK Kontur,TypeScript,1092
SBK Kontur,Dockerfile,3
Digital Asset,Haskell,1682
Digital Asset,Scala,3916
Digital Asset,TypeScript,131
Digital Asset,Python,136
Digital Asset,JavaScript,59
Digital Asset,Nix,1204
Digital Asset,Java,17
Digital Asset,Shell,2
Centreon,Perl,1843
Centreon,Rust,1
Centreon,C++,4
Centreon,PHP,11254
Centreon,JavaScript,27
Centreon,TypeScript,3
Docker,Go,1492
Docker,Starlark,17
Docker,C#,9
Docker,OCaml,3
Docker,HTML,1099
Docker,Python,67
Docker,PowerShell,9
Docker,SCSS,24
Docker,Makefile,11
Docker,Smarty,2
Docker,Ruby,5
Docker,Perl,15533
Docker,Dockerfile,421
Docker,JavaScript,111
Docker,TypeScript,9
Docker,C++,4
Docker,Batchfile,1
Docker,Shell,10668
Docker,Rust,12
Docker,Groovy,12
Docker,C,2
Kaltura,Swift,64
Kaltura,C#,142
Kaltura,Kotlin,23
Kaltura,Go,1
Kaltura,PHP,1308
Kaltura,Shell,70
Kaltura,TypeScript,774
Kaltura,Python,63
Kaltura,Ruby,7
Kaltura,JavaScript,1206
Kaltura,C,149
Kaltura,Java,196
Zalando,TypeScript,24
Zalando,Go,3992
Zalando,Python,77
Zalando,Scala,18
Zalando,Java,474
Zalando,SCSS,42
Zalando,PHP,5
Zalando,HTML,1
Zalando,Ruby,3
Zalando,CSS,93
Zalando,Kotlin,34
Zalando,C,1
Zalando,Rust,31
Zalando,TeX,57
Zalando,Lua,6
Zalando,Shell,3
Zalando,JavaScript,6
Giant Swarm,Shell,620
Giant Swarm,Starlark,66
Giant Swarm,HTML,1324
Giant Swarm,JavaScript,7
Giant Swarm,Go,5621
Giant Swarm,Mustache,1916
Giant Swarm,Smarty,1491
Giant Swarm,Jsonnet,212
Giant Swarm,TypeScript,63
Giant Swarm,HCL,49
Giant Swarm,Makefile,2062
Giant Swarm,Python,1383
Giant Swarm,Dockerfile,13
Lyft,Java,94
Lyft,Python,819
Lyft,Jupyter Notebook,19
Lyft,Go,948
Lyft,Starlark,1
Lyft,JavaScript,2
Lyft,TypeScript,17
Lyft,Emacs Lisp,2
Lyft,Ruby,1
Lyft,Scala,36
Lyft,C++,112
Lyft,Shell,32
Lyft,Swift,2
Lyft,Rust,5
Lyft,C#,1
BJISS,Python,383
BJISS,Java,17
BJISS,C#,785
BJISS,JavaScript,8
BJISS,Scala,1
BJISS,HCL,1
BJISS,Rust,2
BJISS,Go,12
BJISS,TypeScript,2813
BJISS,Shell,5
BJISS,PowerShell,1
Truss Works,JavaScript,305
Truss Works,Dockerfile,32
Truss Works,Shell,16
Truss Works,TypeScript,520
Truss Works,SCSS,8
Truss Works,Python,151
Truss Works,HCL,256
Truss Works,Go,5951
SmartBear,Ruby,1262
SmartBear,Objective-C,320
SmartBear,C#,150
SmartBear,PHP,19
SmartBear,Shell,46
SmartBear,Makefile,9
SmartBear,Gherkin,1
SmartBear,Java,190
SmartBear,C++,99
SmartBear,Dart,40
SmartBear,C,5
SmartBear,TypeScript,1107
SmartBear,Go,432
SmartBear,JavaScript,620
SmartBear,Kotlin,1266
SmartBear,Rust,835
SmartBear,CSS,6
SmartBear,HTML,160
SmartBear,Python,24
SmartBear,Objective-C++,65
SmartBear,Mustache,7
SmartBear,LLVM,2
RStudio,R,1067
RStudio,Smarty,73
RStudio,Java,1298
RStudio,JavaScript,1760
RStudio,HTML,252
RStudio,TeX,5
RStudio,C++,129
RStudio,Python,617
RStudio,PowerShell,6
RStudio,Lua,12
RStudio,Jupyter Notebook,52
RStudio,TypeScript,1157
RStudio,SCSS,67
RStudio,Shell,44
RStudio,C,172
RStudio,Dockerfile,375
RStudio,CSS,1
RStudio,Rust,2
Scality,Python,766
Scality,TypeScript,339
Scality,Go,10
Scality,Java,85
Scality,C++,5
Scality,JavaScript,7210
Scality,Rust,1
Scality,SaltStack,1485
Renesas,Python,53
Renesas,BitBake,178
Renesas,HTML,8
Renesas,C++,1
Renesas,Shell,385
Renesas,C,1148
Renesas,Lua,52
Renesas,Java,33
Renesas,JavaScript,8
Renesas,RobotFramework,6
Renesas,TypeScript,8
Renesas,C#,1
Solita,JavaScript,177
Solita,TypeScript,1140
Solita,C++,1
Solita,Clojure,4189
Solita,Kotlin,2000
Solita,HCL,3
Solita,Rust,3
Solita,Python,9
Solita,Go,37
Solita,Java,340
Solita,HTML,66
Solita,C,3
Solita,Dockerfile,1
Solita,Svelte,538
STMicroelectronics,C,3927
STMicroelectronics,Java,161
STMicroelectronics,C++,87
STMicroelectronics,CSS,45
STMicroelectronics,NASL,58
STMicroelectronics,BitBake,2
STMicroelectronics,JavaScript,12
STMicroelectronics,TypeScript,10
STMicroelectronics,Makefile,40
STMicroelectronics,Python,126
STMicroelectronics,Shell,25
STMicroelectronics,Rust,1
Spotify,C++,251
Spotify,Go,43
Spotify,SCSS,76
Spotify,Rich Text Format,3
Spotify,Python,4
Spotify,Shell,1
Spotify,Swift,15
Spotify,Makefile,2
Spotify,C,2
Spotify,TypeScript,1836
Spotify,Rust,4
Spotify,HTML,1
Spotify,Java,174
Spotify,JavaScript,16
Spotify,R,9
Spotify,Kotlin,1
Spotify,Jupyter Notebook,1
Philips,C#,860
Philips,TeX,2
Philips,Batchfile,141
Philips,Smarty,352
Philips,R,39
Philips,Dockerfile,35
Philips,HCL,9
Philips,HTML,35
Philips,Python,115
Philips,Java,51
Philips,Shell,94
Philips,TypeScript,505
Philips,BitBake,2
Philips,C,225
Philips,JavaScript,160
Philips,Go,240
Philips,C++,331
Acsone,JavaScript,459
Acsone,Shell,66
Acsone,CSS,2
Acsone,Go,1
Acsone,Python,8392
Acsone,Jinja,70
Acsone,TypeScript,9
Acsone,HTML,809
Facebook,Rust,52
Facebook,Java,73
Facebook,Makefile,2
Facebook,Kotlin,1
Facebook,JavaScript,239
Facebook,OCaml,30
Facebook,TypeScript,37
Facebook,Haskell,7
Facebook,C,76
Facebook,Python,2023
Facebook,C++,682
Facebook,Ruby,4
Facebook,HTML,1
Facebook,Shell,1
Facebook,Swift,3
Facebook,Jupyter Notebook,1
Facebook,Boogie,13
Citrix Systems,Dockerfile,47
Citrix Systems,Python,260
Citrix Systems,C#,157
Citrix Systems,Shell,180
Citrix Systems,Go,111
Citrix Systems,Ruby,8
Citrix Systems,C++,23
Citrix Systems,Roff,4
Citrix Systems,Java,1
Citrix Systems,OCaml,1086
Citrix Systems,HTML,24
Citrix Systems,Lua,1
Citrix Systems,C,1794
Citrix Systems,Mustache,61
Citrix Systems,PowerShell,3
FARFETCH,Go,30
FARFETCH,C#,643
FARFETCH,TypeScript,16
FARFETCH,Lua,33
FARFETCH,Scala,1
FARFETCH,Ruby,1
FARFETCH,JavaScript,1191
FARFETCH,HTML,2
FARFETCH,Smarty,1
FARFETCH,Python,143
FARFETCH,Svelte,3
Puppet,HCL,1
Puppet,Clojure,1295
Puppet,C++,9
Puppet,Groff,33
Puppet,Ruby,4186
Puppet,PowerShell,113
Puppet,Dockerfile,50
Puppet,JavaScript,10
Puppet,Go,12
Puppet,HTML,26
Puppet,Puppet,278
Puppet,Java,1
Buro Happold,C#,5790
Buro Happold,Python,461
Buro Happold,JavaScript,15
Buro Happold,TypeScript,1
Adguard,Python,18504
Adguard,TypeScript,2129
Adguard,JavaScript,11099
Adguard,Adblock Filter List,1288
Adguard,Go,1639
Adguard,C++,143
Adguard,Swift,61
Adguard,C,1
Open Robotics,JavaScript,57
Open Robotics,CMake,191
Open Robotics,Dockerfile,25
Open Robotics,EmberScript,33
Open Robotics,Rust,115
Open Robotics,Shell,1
Open Robotics,Batchfile,1
Open Robotics,Python,983
Open Robotics,TypeScript,31
Open Robotics,Ruby,855
Open Robotics,Go,3
Open Robotics,C++,3609
Open Robotics,C,41
Open Robotics,TeX,5
Open Robotics,HTML,5
eBay,TypeScript,251
eBay,Rust,108
eBay,HTML,58
eBay,C++,531
eBay,JavaScript,918
eBay,Go,94
eBay,Ruby,1
eBay,C,2
eBay,Swift,1
eBay,Java,212
eBay,PHP,6
eBay,Dart,1
eBay,Scala,733
eBay,Python,5
eBay,C#,1
Reaktor,HTML,8
Reaktor,Swift,15
Reaktor,Ruby,21
Reaktor,Rust,25
Reaktor,Python,90
Reaktor,Kotlin,1
Reaktor,Go,2
Reaktor,CSS,8
Reaktor,Java,506
Reaktor,JavaScript,573
Reaktor,Jinja,2
Reaktor,TypeScript,5045
Reaktor,Scala,3889
Reaktor,Clojure,6
Reaktor,Shell,79
ArangoDB,C++,9928
ArangoDB,Java,566
ArangoDB,TypeScript,352
ArangoDB,JavaScript,25
ArangoDB,Scala,120
ArangoDB,Go,507
ArangoDB,Shell,48
ArangoDB,CSS,583
LunarG,Makefile,6
LunarG,JavaScript,16
LunarG,C,1380
LunarG,TeX,12
LunarG,C++,10154
Dimagi,Kotlin,6
Dimagi,Shell,3
Dimagi,Python,14787
Dimagi,C++,2
Dimagi,JavaScript,92
Dimagi,Java,242
Deutsche Bahn,TypeScript,697
Deutsche Bahn,Groovy,68
Deutsche Bahn,PowerShell,45
Deutsche Bahn,JSON,36
Deutsche Bahn,C#,19
Deutsche Bahn,Dockerfile,8
Deutsche Bahn,C++,43
Deutsche Bahn,HTML,109
Deutsche Bahn,Python,350
Deutsche Bahn,Vue,198
Deutsche Bahn,SCSS,52
Deutsche Bahn,Swift,5
Deutsche Bahn,Handlebars,50
Deutsche Bahn,Go,161
Deutsche Bahn,JavaScript,18
Deutsche Bahn,Rust,1
Deutsche Bahn,Shell,10
Deutsche Bahn,CSS,6
Deutsche Bahn,Java,21
Deutsche Bahn,Kotlin,2
Cockroachlabs,TypeScript,8
Cockroachlabs,Go,736
Cockroachlabs,HTML,51
Cockroachlabs,C#,1
Cockroachlabs,Mustache,2
Kainos Group,HTML,496
Kainos Group,HCL,103
Kainos Group,Makefile,20
Kainos Group,Go,2
Kainos Group,Mustache,10
Kainos Group,Python,4
Kainos Group,Nunjucks,18
Kainos Group,PowerShell,1
Kainos Group,Shell,181
Kainos Group,Java,411
Kainos Group,JavaScript,1785
Kainos Group,CSS,40
Kainos Group,Groovy,21
Kainos Group,TypeScript,17
Nextcloud,Swift,325
Nextcloud,Vue,514
Nextcloud,JavaScript,14097
Nextcloud,HTML,194
Nextcloud,Objective-C,713
Nextcloud,Kotlin,1383
Nextcloud,TypeScript,41
Nextcloud,PHP,8865
Nextcloud,PureBasic,176
Nextcloud,Dart,434
Nextcloud,Java,3338
Nextcloud,C++,3969
Nextcloud,Python,860
Nextcloud,Makefile,22
Nextcloud,SCSS,43
Nextcloud,Shell,1
Expedia Group,Kotlin,54
Expedia Group,Go,63
Expedia Group,Ruby,5
Expedia Group,HTML,2
Expedia Group,Makefile,3
Expedia Group,Groovy,1
Expedia Group,Java,454
Expedia Group,Python,71
Expedia Group,JavaScript,256
Expedia Group,HCL,210
Expedia Group,Shell,38
Expedia Group,TypeScript,715
Expedia Group,Emacs Lisp,4
Expedia Group,Mustache,1
Expedia Group,Swift,68
Expedia Group,C#,34
Expedia Group,Scala,9
Expedia Group,Lua,6
Expedia Group,CoffeeScript,1
plentymarkets,C,1
plentymarkets,JavaScript,1113
plentymarkets,TypeScript,1
plentymarkets,Java,4
plentymarkets,PHP,671
plentymarkets,Vue,73
plentymarkets,Go,19
plentymarkets,Dart,1
plentymarkets,CSS,87
plentymarkets,HCL,1
CloudBees,Smarty,57
CloudBees,Perl,7
CloudBees,Dockerfile,14
CloudBees,Shell,266
CloudBees,Java,1739
CloudBees,Ruby,1
CloudBees,Groovy,171
CloudBees,Go,43
CloudBees,JavaScript,11
CloudBees,TypeScript,2
CloudBees,HTML,179
CloudBees,Makefile,72
HERE Technologies,Java,1890
HERE Technologies,Jupyter Notebook,2
HERE Technologies,Shell,7
HERE Technologies,TypeScript,140
HERE Technologies,Scala,33
HERE Technologies,Ruby,1
HERE Technologies,Kotlin,35
HERE Technologies,Python,58
HERE Technologies,C++,309
HERE Technologies,Rust,15
HERE Technologies,Dart,1
HERE Technologies,JavaScript,30
Linagora,Dart,3005
Linagora,Vue,439
Linagora,Python,67
Linagora,Dockerfile,27
Linagora,Makefile,13
Linagora,Java,3478
Linagora,Scala,52
Linagora,TypeScript,239
Linagora,Shell,181
Linagora,JavaScript,97
Linagora,SCSS,4
Infragistics,TypeScript,1505
Infragistics,JavaScript,161
Wire,Haskell,4330
Wire,TypeScript,1200
Wire,Shell,9
Wire,Makefile,47
Wire,HTML,42
Wire,Kotlin,2126
Wire,HCL,160
Wire,Objective-C,14
Wire,Java,24
Wire,C,247
Wire,Nix,22
Wire,Scala,52
Wire,Groovy,3
Wire,Rust,210
Wire,Swift,1008
Verizon Media,Jupyter Notebook,50
Verizon Media,Ruby,97
Verizon Media,TypeScript,2
Verizon Media,Scala,73
Verizon Media,Shell,12
Verizon Media,HTML,219
Verizon Media,HCL,17
Verizon Media,Makefile,3
Verizon Media,Dart,4
Verizon Media,JavaScript,121
Verizon Media,Python,130
Verizon Media,Go,24
Verizon Media,Objective-C,4
Verizon Media,C#,2
Verizon Media,SCSS,2
Verizon Media,Java,578
Verizon Media,C++,39
Verizon Media,C,1
Bitrise,Shell,2
Bitrise,CSS,2
Bitrise,Java,54
Bitrise,Rust,5
Bitrise,Go,1037
Bitrise,Swift,24
Bitrise,JavaScript,257
Bitrise,Kotlin,44
Bitrise,TypeScript,1
Bitrise,HTML,325
Bitrise,Objective-C,38
Bitrise,Ruby,18
Algolia,Go,465
Algolia,JavaScript,55
Algolia,Dart,12
Algolia,TypeScript,626
Algolia,PHP,1640
Algolia,Java,123
Algolia,Swift,50
Algolia,Scala,7
Algolia,HTML,1
Algolia,Python,272
Algolia,Smarty,33
Algolia,C#,10
Algolia,Kotlin,163
Algolia,Ruby,23
StreamNative,JavaScript,11
StreamNative,Java,2220
StreamNative,Scala,51
StreamNative,Jinja,11
StreamNative,Go,316
StreamNative,HCL,92
StreamNative,Rust,29
StreamNative,Smarty,449
StreamNative,Dockerfile,72
StreamNative,Shell,1
Balena,BitBake,989
Balena,ASL,99
Balena,C++,15
Balena,HTML,326
Balena,Rust,178
Balena,Lua,200
Balena,Smarty,56
Balena,Shell,2893
Balena,C,105
Balena,PHP,177
Balena,Python,97
Balena,RobotFramework,38
Balena,Makefile,227
Balena,Dockerfile,540
Balena,CoffeeScript,1317
Balena,TypeScript,2229
Balena,JavaScript,398
Balena,Go,209
Graylog,Shell,110
Graylog,Go,111
Graylog,Python,46
Graylog,Dockerfile,23
Graylog,Java,12695
Graylog,JavaScript,151
eXo Platform,JavaScript,4483
eXo Platform,Vue,2173
eXo Platform,Less,3130
eXo Platform,Java,85405
eXo Platform,Swift,163
eXo Platform,Groovy,233
eXo Platform,HTML,1541
eXo Platform,Batchfile,62
eXo Platform,Shell,3097
eXo Platform,Dockerfile,6
Iohk,Scala,3
Iohk,Nix,80
Iohk,Rust,31
Iohk,PureScript,17
Iohk,Haskell,434
Iohk,TypeScript,99
Iohk,TeX,5
Iohk,Perl,4
Iohk,JavaScript,6
Pantheon Ventures,Shell,120
Pantheon Ventures,C++,71
Pantheon Ventures,Go,14
Pantheon Ventures,PHP,1281
Pantheon Ventures,JavaScript,2453
Pantheon Ventures,HTML,45
Pantheon Ventures,CSS,33
XWiki SAS,JavaScript,236
XWiki SAS,Shell,60
XWiki SAS,Python,1
XWiki SAS,Dockerfile,4
XWiki SAS,HTML,41
XWiki SAS,CSS,38
XWiki SAS,Less,1
XWiki SAS,Java,3091
H2O.ai,Python,1379
H2O.ai,Scala,115
H2O.ai,JavaScript,1
H2O.ai,Jupyter Notebook,2094
H2O.ai,CoffeeScript,12
H2O.ai,C++,6
H2O.ai,Shell,1
H2O.ai,TypeScript,1
H2O.ai,Java,14
H2O.ai,Go,12
Akvelon,Java,2796
Akvelon,C#,226
Akvelon,Dart,23
Akvelon,PowerShell,11
Akvelon,Shell,4
Akvelon,Objective-C,34
Akvelon,HTML,111
Akvelon,JavaScript,3
Akvelon,TypeScript,351
Softwire,C#,78
Softwire,HCL,16
Softwire,JavaScript,2449
Softwire,reStructuredText,1
Softwire,Ruby,2253
Softwire,Jupyter Notebook,13
Softwire,Python,1
Lablup,C++,9
Lablup,Python,4233
Lablup,Jupyter Notebook,12
Lablup,HTML,1
Lablup,Dockerfile,27
Lablup,Rust,18
Lablup,TypeScript,1305
Mellanox Technologies,P4,3
Mellanox Technologies,Python,57
Mellanox Technologies,Shell,2
Mellanox Technologies,C++,24
Mellanox Technologies,Go,8
Mellanox Technologies,C,1402
DigitalOcean,Emacs Lisp,12
DigitalOcean,Shell,170
DigitalOcean,Smarty,4
DigitalOcean,Ruby,6
DigitalOcean,Python,224
DigitalOcean,C++,34
DigitalOcean,Go,296
DigitalOcean,Nix,34
DigitalOcean,Dockerfile,1
DigitalOcean,JavaScript,17
DigitalOcean,C,23
DigitalOcean,Rust,1
DigitalOcean,HCL,9
CKSource,HTML,1
CKSource,PHP,1
CKSource,TypeScript,34
CKSource,Rich Text Format,4
CKSource,JavaScript,4243
CKSource,Blade,5
The Dextrous Web,TypeScript,7353
The Dextrous Web,Kotlin,959
The Dextrous Web,C#,1
The Dextrous Web,Shell,14
The Dextrous Web,HCL,212
The Dextrous Web,PHP,201
The Dextrous Web,Ruby,5096
The Dextrous Web,Python,1975
The Dextrous Web,JavaScript,94
The Dextrous Web,HTML,484
The Dextrous Web,XSLT,73
Belledonne Communications,C++,1224
Belledonne Communications,C,241
Belledonne Communications,JavaScript,5
Belledonne Communications,Kotlin,318
Belledonne Communications,PHP,90
Belledonne Communications,CMake,560
Belledonne Communications,Objective-C,195
Databricks,Python,124
Databricks,HTML,9
Databricks,C++,6
Databricks,Scala,678
Databricks,JavaScript,16
Databricks,Go,4
D2L,JavaScript,1711
D2L,Shell,7
D2L,C#,64
D2L,Go,295
D2L,SCSS,19
OCTO Technology,JavaScript,1686
OCTO Technology,SCSS,46
OCTO Technology,Rust,2
OCTO Technology,Shell,61
OCTO Technology,Python,3
OCTO Technology,Kotlin,1
OCTO Technology,Java,122
OCTO Technology,TypeScript,124
OCTO Technology,CSS,8
OCTO Technology,Haskell,27
OCTO Technology,Jinja,1
Yoast,Python,3
Yoast,PHP,199
Yoast,JavaScript,2618
Grafana,Jsonnet,2
Grafana,Go,209
Grafana,Kotlin,1
Grafana,Python,72
Grafana,JavaScript,8
Grafana,TypeScript,225
Grafana,Rust,4
Grafana,Java,1
Sonarsource,JavaScript,39
Sonarsource,PHP,2
Sonarsource,TypeScript,36
Sonarsource,Mustache,3
Sonarsource,Java,185
Sonarsource,C#,214
Sonarsource,Kotlin,20
Sonarsource,Python,20
Sonarsource,Shell,1
Optum,HTML,98
Optum,TypeScript,81
Optum,Haskell,2
Optum,Python,32
Optum,Java,66
Optum,Shell,5
Optum,Batchfile,19
Optum,CSS,2
Optum,Scala,52
Optum,C,15
Optum,Ruby,4
Optum,JavaScript,4
Optum,Go,73
Optum,Emacs Lisp,9
Optum,Jupyter Notebook,3
Optum,C#,6
Optum,PowerShell,2
Financial Times,Java,1
Financial Times,Shell,1
Financial Times,Go,561
Financial Times,Mustache,1
Financial Times,CSS,1
Financial Times,JavaScript,155
Financial Times,Python,2
Alliander,Shell,4
Alliander,Jupyter Notebook,6
Alliander,Mustache,126
Alliander,TypeScript,56
Alliander,Java,115
Alliander,C++,389
Alliander,Python,363
Alliander,RobotFramework,11
Alliander,JavaScript,27
Bootlin,Makefile,658
Bootlin,TeX,863
Bootlin,BitBake,26
Bootlin,Shell,9
Bootlin,C,1037
Bootlin,Python,1034
Bootlin,C++,1
LabKey,JavaScript,554
LabKey,Java,291
LabKey,Python,27
LabKey,Dockerfile,4
LabKey,Shell,21
LabKey,Groovy,148
LabKey,TypeScript,4382
LabKey,R,33
Maykin Media,Python,8202
Maykin Media,Jinja,1
Maykin Media,JavaScript,1644
Maykin Media,HTML,4
VTEX,JavaScript,74
VTEX,CoffeeScript,29
VTEX,Go,2
VTEX,TypeScript,2039
Enalean,Dockerfile,3
Enalean,HTML,2
Enalean,Nix,21
Enalean,Java,21
Enalean,TypeScript,2
Enalean,PHP,5743
Enalean,SCSS,121
Enalean,C,1
Twitter,Java,67
Twitter,Scala,147
Twitter,Shell,16
Twitter,JavaScript,14
Twitter,PHP,7
Twitter,TypeScript,209
Twitter,C++,9
Twitter,Jupyter Notebook,22
Twitter,Rust,2
Twitter,SCSS,1
Twitter,Python,76
Twitter,Go,19
Twitter,Clojure,1
Twitter,C,3
Cloudfare,C,2
Cloudfare,TypeScript,9
Cloudfare,CSS,117
Cloudfare,JavaScript,2
Cloudfare,C++,78
Cloudfare,Go,56
Cloudfare,HTML,1
Cloudfare,Rust,31
Cloudfare,Sage,15
ZTE,C++,157
ZTE,Go,117
ZTE,C,189
ZTE,Java,67
ZTE,HTML,79
ZTE,Rust,2
ZTE,Python,17
ZTE,CSS,3
Pivotal,C,11
Pivotal,Go,64
Pivotal,Shell,33
Pivotal,Starlark,10
Pivotal,HTML,28
Pivotal,Dockerfile,6
Pivotal,Python,2
Pivotal,Java,81
Pivotal,Ruby,28
Pivotal,JavaScript,2
Pivotal,PowerShell,2
Goldman Sachs,Shell,2
Goldman Sachs,TypeScript,38
Goldman Sachs,CSS,11
Goldman Sachs,Ruby,15
Goldman Sachs,Jupyter Notebook,3
Goldman Sachs,Java,1030
Goldman Sachs,Go,3
Shopsys,PHP,3583
Shopsys,Smarty,3
Shopsys,Shell,6
Linutronix,Rust,4
Linutronix,Shell,1
Linutronix,BitBake,2
Linutronix,C,3231
Linutronix,Perl,1
Linutronix,Python,61
Robotis,C#,8
Robotis,Python,178
Robotis,C++,64
Robotis,JavaScript,111
Robotis,C,2
CloudCannon,Gherkin,9
CloudCannon,Rust,2
CloudCannon,HTML,786
CloudCannon,Svelte,5
CloudCannon,CSS,108
CloudCannon,Nunjucks,3
CloudCannon,JavaScript,224
CloudCannon,SCSS,1363
Atypon,Go,51
Atypon,Python,60
Atypon,TypeScript,1358
Atypon,Scala,9
Atypon,TeX,3
Exoplatform,HTML,10
Exoplatform,Batchfile,2
Exoplatform,Swift,1
Exoplatform,JavaScript,66
Exoplatform,Java,1314
Exoplatform,Less,14
Exoplatform,Shell,19
Exoplatform,Vue,10
PlanetScale,HCL,2
PlanetScale,Ruby,4
PlanetScale,Go,1765
PlanetScale,Java,104
PlanetScale,Shell,89
PlanetScale,Rich Text Format,2
PlanetScale,Python,1
PlanetScale,JavaScript,1
PlanetScale,TypeScript,8
Buoyant,CSS,53
Buoyant,Rust,2821
Buoyant,JavaScript,430
Buoyant,Go,1466
Buoyant,Shell,25
Buoyant,Dockerfile,15
Buoyant,HTML,9
Sony Mobile,Java,625
Sony Mobile,C,35
Sony Mobile,C++,9
Qt,Java,1
Qt,Shell,7
Qt,C,2
Qt,Python,14
Qt,C++,371
Qt,Perl,36
Qt,QML,2
Kakao,Python,64
Kakao,TypeScript,2
Kakao,Java,92
Kakao,CSS,48
Kakao,Go,48
Kakao,Swift,88
Kakao,Objective-C,16
Kakao,Dart,3
Kakao,HTML,2
Kakao,Shell,1
Kakao,Vue,1
Kakao,JavaScript,18
Kakao,Kotlin,23
Kakao,SCSS,22
Kakao,HCL,1
Alfresco,TypeScript,395
Alfresco,Jinja,40
Alfresco,Swift,2
Alfresco,Java,569
Alfresco,Smarty,166
Alfresco,Kotlin,4
Alfresco,Shell,28
Alfresco,Dockerfile,4
Alfresco,JavaScript,9
Alfresco,Python,2
Luxoft,Java,18
Luxoft,JavaScript,64
Luxoft,Python,4
Luxoft,Go,443
Luxoft,Shell,5
Luxoft,C++,726
datavisyn,Jupyter Notebook,108
datavisyn,TypeScript,645
datavisyn,JavaScript,81
datavisyn,Python,20
itemis,Shell,39
itemis,Racket,12
itemis,JetBrains MPS,20
itemis,Kotlin,247
itemis,Emacs Lisp,14
itemis,Go,1
itemis,Java,1107
itemis,Xtend,113
Cozy Cloud,JavaScript,5055
Cozy Cloud,Go,417
Cozy Cloud,HTML,59
Cozy Cloud,Python,59
Cozy Cloud,SCSS,1
Cozy Cloud,Elixir,15
Cozy Cloud,Objective-C,1
Cozy Cloud,TypeScript,265
Cozy Cloud,Handlebars,12
Cozy Cloud,Shell,2
Lightcurve,TypeScript,1546
Lightcurve,JavaScript,2505
Lightcurve,Python,20
Silverstripe,Twig,82
Silverstripe,JavaScript,540
Silverstripe,CSS,1
Silverstripe,PHP,1879
Silverstripe,Dockerfile,27
Silverstripe,SCSS,12
Silverstripe,Scheme,9
Endless OS,C,243
Endless OS,HTML,1
Endless OS,JavaScript,3
Endless OS,SCSS,1
Azavea,C++,1
Azavea,Java,4
Azavea,Python,303
Azavea,TypeScript,10
Azavea,CSS,2
Azavea,JavaScript,43
Azavea,HCL,34
Azavea,HTML,25
Azavea,Shell,1
JuliaHub,C,1
JuliaHub,C++,27
JuliaHub,Jupyter Notebook,2
JuliaHub,Julia,22597
iXsystems,C,1338
iXsystems,Python,39
iXsystems,Go,7
iXsystems,Cython,15
iXsystems,HTML,1226
Index Data,Java,600
Index Data,Jinja,72
Index Data,JavaScript,4252
Index Data,Perl,60
Index Data,RAML,18
Index Data,mIRC Script,3
Index Data,Gherkin,1
Index Data,Dockerfile,75
Index Data,C,19
Index Data,C++,14
Index Data,Groovy,48
Index Data,PLpgSQL,1
WarnerMedia,Java,25
WarnerMedia,Python,189
WarnerMedia,Go,22
WarnerMedia,Scala,3
WarnerMedia,TypeScript,4
Tensor,TypeScript,371
Tensor,JavaScript,31
Tensor,Python,115
Tensor,Jupyter Notebook,4
OnGres,Java,1991
OnGres,Dockerfile,27
OnGres,JavaScript,4
Travis CI,Stylus,29
Travis CI,TypeScript,101
Travis CI,CSS,25
Travis CI,Procfile,2
Travis CI,HTML,373
Travis CI,Ruby,839
Travis CI,Fortran,169
Travis CI,Java,34
Travis CI,TeX,7
Travis CI,PHP,9
Travis CI,C++,381
Travis CI,Vue,59
Travis CI,Go,47
Travis CI,Python,166
Travis CI,C,5
Travis CI,JavaScript,1809
Travis CI,Shell,67
Travis CI,Julia,125
